,Categories,Currency,Favorites Number,Id,Is Digital,Is Private,Is Supply,Number of Views,Price,Processing Days Max,Processing Days Min,Quantity,Style,Tags,Title
1945,"['Jewelry', 'Brooch', 'Plastic']",EUR,9,110334831,False,False,false,88,12.00,3.0,1.0,10,,"['jewelry', 'originals', 'Colores', 'plastic', 'man', 'colors', 'woman', 'vintage', 'Bobo', 'a fashion', 'fashion', 'Paris', 'eiffel tower']",Pin&#39;s Eiffel Tower
1946,"['Jewelry', 'Brooch', 'Plastic']",USD,7,213188544,False,False,false,38,14.00,2.0,1.0,2,"['Retro', 'Hipster']","['pixel art', 'monster eyes', 'evil eyes', 'cat eyes', '8bit', '16bit', 'retro jewelry', 'retro pins', 'retro buttons', 'eye pins', 'eyeball pins', 'eyeball jewelry', 'eye jewelry']","Retro style pixel monster eye eyeball pin pairs for personalising purses, scarves and other clothing."
1947,"['Jewelry', 'Brooch', 'Shell']",USD,18,217126144,False,False,false,25,45.00,5.0,3.0,1,"['Avant Garde', 'Modern']","['coral color shell', 'circle pin', 'gold details', 'dangle drop', 'signed piece', 'enamel finish', 'floral design', 'acrylic enamel']",Handmade OOAK Original Design Unusual Collage Coral Shell Circle Pin with Gold Drop
1948,"['Jewelry', 'Brooch', 'Shell']",USD,0,492300052,False,False,false,8,10.59,1.0,1.0,1,,"['Vintage', 'Retro', 'Kittycat', 'Vintagestarr', 'gold tone', 'GIFT VINTAGE', 'used']",ON SALE Vintage 1940s Genuine Shell Rhinestones Pin 13117
1949,"['Jewelry', 'Brooch', 'Shell']",USD,11,49118061,False,False,,361,60.00,,,1,,"['fiber', 'ivory', 'fabric', 'seed beads', 'beach', 'summer', 'natural', 'earthy', 'peyote stitch', 'beige', 'beach wedding']",Fan Brooch with Shells
1950,"['Jewelry', 'Brooch', 'Shell']",USD,6,105972099,False,False,false,108,35.95,3.0,1.0,1,"['Fantasy', 'romantic']","['abalone', 'purple', 'beadwork', 'bead embroidered', 'lightweight', 'bbest team', 'fantasycreations1', 'handcrafted', 'ruffled bead lace']",Lacy Beaded Purple Abalone Bead Embroidered Brooch OOAK Lightweight
1951,"['Jewelry', 'Brooch', 'Shell']",USD,10,130093141,False,False,false,79,15.00,2.0,1.0,1,"['Folk', 'Hipster']","['Madreperla', 'Brooch', 'Handmade', 'Metal', 'Mother pearl', 'Regalo', 'Brown', 'Mother day', 'Spilla', 'Bijoux', 'Present', 'Christmas', 'Pearl']",Brown pearl brooch
1952,"['Jewelry', 'Brooch', 'Shell']",EUR,6,629256859,False,False,false,14,295.00,2.0,1.0,1,,"['golden', 'gold', 'orange', 'clip', 'on', 'earrings', 'hanger', 'brooch', 'christian', 'dior', 'dune', 'large']",Christian Dior Eighties Dune Demi Parure Brooch/Hanger and clip on earrings in orange and gold
1953,"['Jewelry', 'Brooch', 'Shell']",USD,2,180637180,False,False,false,19,22.00,1.0,1.0,1,"['Abstract', 'Beach']","['organic', 'OOAK', 'freeform', 'wire-wrapped', 'handmade', 'artsy', 'curl', 'swirl', 'neutral', 'earthy', 'natural', 'seashell', 'sea shell']",Seaweed Brooch
1954,"['Jewelry', 'Brooch', 'Shell']",USD,8,101977102,False,False,false,21,8.00,1.0,1.0,1,"['Beach', 'Boho']","['pin', 'brooch', 'silver', 'shell', 'aqua', 'sea', 'pink', 'ocean', 'beach', 'boho', 'hippie', 'bright', 'cottage']",Aqua and Pink Sea Shells Pin / Brooch
1955,"['Jewelry', 'Brooch', 'Shell']",USD,22,222663423,False,False,false,122,30.00,3.0,1.0,1,,"['Brooch', 'OOAK', 'Antique Button', 'shell button', 'rhinestones', 'silver tone finding', 'white silver black', 're invented jewelry', 'Freshwater Pearls', 'vintage jewelry pc', 'Button Brooch', 'Button Jewelry']","Shell, Rhinestone and Freshwater Pearl Button Brooch- Antique Button"
1956,"['Jewelry', 'Brooch', 'Shell']",CAD,7,197651607,False,False,false,22,20.00,1.0,1.0,1,['Modern'],"['Tatted jewelry', 'Tatted brooch', 'Hand-painted', 'Sand dollar', 'Gold']",Handpainted Sand Dollar Brooch with Gold Tatted Frame
1957,"['Jewelry', 'Brooch', 'Shell']",USD,201,200359863,False,False,false,470,42.00,5.0,3.0,1,"['Rustic', 'Hipster']","['Black brooch', 'Rustic brooch', 'Small brooch', 'Silver brooch', 'lacuna jewelry', 'black lapel pin', 'rustic lapel pin', 'small lapel pin', 'lapel pin for men', 'black brooch pin', 'circle lapel pin', 'rock laple pin', 'men lapel pin']","Small black lapel pin, black rock rustic brooch pin, hipster black lapel pin for men and women"
1958,"['Jewelry', 'Brooch', 'Shell']",USD,17,49119406,False,False,,409,50.00,,,1,,"['fiber', 'heart', 'ivory', 'fabric', 'seed beads', 'matte', 'beige', 'beach', 'summer', 'beach wedding', 'earthy']",Heart Brooch with Shell
1959,"['Jewelry', 'Brooch', 'Shell']",USD,21,36009776,False,False,,432,44.95,3.0,1.0,1,,"['abalone', 'beadwork', 'seed beads', 'blue green purple', 'ooak', 'bbest team', 'fantasycreations1', 'handcrafted', 'bead embroidered']",Abalone Shell Bead Embroidered Brooch OOAK
1960,"['Jewelry', 'Brooch', 'Shell']",USD,11,36025364,False,False,,456,29.95,3.0,1.0,1,,"['abalone', 'purple', 'beadwork', 'bead embroidered', 'two inches across', 'lightweight', 'bbest team', 'fantasycreations1', 'handcrafted']",Purple Abalone Bead Embroidered Brooch OOAK Lightweight
1961,"['Jewelry', 'Brooch', 'Shell']",USD,4,179745728,False,False,false,42,22.00,1.0,1.0,1,"['Abstract', 'Hippie']","['organic', 'OOAK', 'freeform', 'wire-wrapped', 'handmade', 'artsy', 'curl', 'swirl', 'pink', 'feminine', 'seashell', 'girly', 'beach']",Sally Seashell Brooch
1962,"['Jewelry', 'Brooch', 'Shell']",USD,24,222660360,False,False,false,92,25.00,3.0,1.0,1,,"['Brooch', 'antique button', 'metal button', 'OOAK', 're invented jewelry', 'silver tone finding']",Antique Shell and Metal Button Brooch
1963,"['Jewelry', 'Brooch', 'Resin']",USD,73,126991470,False,False,false,193,13.00,2.0,1.0,1,['Kawaii'],"['resin brooch', 'dog brooch', 'fimo brooch', 'fimo jewelry', 'polymer clay', 'dog lover', 'dog jewels', 'kawaii dog', 'animal jewelry', 'animal lover', 'mops', 'dog print', 'beige']",Cute Mops Dog Brooch - Beige and Black Dog Print - Christmas Gift for Her
1964,"['Jewelry', 'Brooch', 'Resin']",USD,41,74732395,False,False,false,235,90.00,2.0,1.0,1,"['Abstract', 'Zen']","['cones', 'vibrant color', 'water color', 'orengh color', 'contemporary', 'innovative', 'moshiko', 'ooak jewelry', 'painting on plastic', 'decorative', 'wearable art', 'sculptural pin', 'surreal design']",Emerging cones Brooch.
1965,"['Jewelry', 'Brooch', 'Resin']",EUR,184,213049586,False,False,false,1361,14.00,5.0,3.0,1,"['Fantasy', 'Burlesque']","['hair brooch', 'gems', 'gemstone', 'red jasper', 'jewelry', 'jewellery', 'hair pin', 'hair pins', 'bijoux', 'hair jewels', 'hand made', 'original jewel', 'czech']",JASPER HAIR BROOCH Jewelry Jewellery Red Jaspis
1966,"['Jewelry', 'Brooch', 'Resin']",USD,0,496900718,False,False,false,3,4.99,1.0,1.0,2,,"['GIFT VINTAGE', 'used']",ON SALE Vintage 1965 Baby Girl Teddy With Flowers Ribbon Molded Resin Hand Painted Pin 21917
1967,"['Jewelry', 'Brooch', 'Resin']",USD,19,221858737,False,False,false,126,39.00,,,15,"['Natural', 'organic']","['chain', 'rosary', 'bead', 'dyed', 'real orchid necklace', 'hanami', 'real flower jewelry', 'flower jewelry', 'resin flower', 'chrysanthemum flower', 'flower pin']",Purple Pink Vanda Orchid Hairclip
1968,"['Jewelry', 'Brooch', 'Resin']",GBP,2,179034564,False,False,false,44,10.00,1.0,1.0,9,,"['brooch', 'resin', 'ivory', 'unique', 'handmade', 'accessory', 'animal', 'interesting', 'goat']",Ivory coloured Resin Goat Brooch
1969,"['Jewelry', 'Brooch', 'Resin']",EUR,13,274514974,False,False,false,88,17.00,3.0,1.0,1,,"['flower jewelry', 'handmade', 'brooch', 'bronze', 'jewelry', 'real flowers', 'yellow', 'black', 'sweet alyssum']","FELSENSTEINKRAUT - Brooch with real blossoms of Sweet Alyssum, Flower Jewelry, Real Dried Flowers Encased in Resin, Resin Jewelry"
1970,"['Jewelry', 'Brooch', 'Resin']",USD,5,157087014,False,False,false,133,14.95,,,1,['Art Deco'],"['Mah Jong Bracelet', 'Jan Carlin Original']",Bakelite Mah Jong Tile Lucky 345 Pin by Jan Carlin BAM
1971,"['Jewelry', 'Brooch', 'Resin']",USD,104,154456515,False,False,false,665,30.00,5.0,3.0,3,"['Boho', 'Hipster']","['fruit jewelry', 'handmade jewelry', 'glitterlimes', 'handmade', 'fruit pin', 'blood orange', 'lemon', 'yellow', 'summer jewelry', 'beach', 'fun jewelry', 'lemon pin', 'Fruit']","Lemon Pin, Fruit Jewelry, Fruit Pin"
1972,"['Jewelry', 'Brooch', 'Resin']",USD,2,90780603,False,False,false,67,15.00,3.0,1.0,1,,"['kathyskreation', 'angel', 'blue resin', 'white', 'gold filled wire', 'wings', 'babyface', 'lapidary', 'handmade', 'oval', 'special occasion', 'cameo']",Adorable Angel Brooch
1973,"['Jewelry', 'Brooch', 'Resin']",USD,25,114381407,False,False,false,312,13.00,3.0,1.0,2,"['Historical', 'Retro']","['bronze brooch', 'round brooch', 'vintage', 'historical retro', 'europeanstreetteam', 'map of the world', 'world map', 'world geography', 'travel traveller', 'vintage map', 'continents globe', 'world map brooch', 'bronze tone cabochon']",Whole Wide World- Vintage World Map Brooch- Antique World Map- Bronze tone cabochon- Continents- Retro Space- Globetrotter
1974,"['Jewelry', 'Brooch', 'Resin']",USD,116,198113687,False,False,false,167,22.00,1.0,1.0,1,,"['nature lover', 'tagt team', 'indie kateemarie', 'wearable art', 'art pendant', 'mountains moon', 'art brooch', 'artwork jewelry', 'glacier art pendant', 'hand painted', 'nature', 'scarf pin', 'blue grey']",Hand Painted Nature Brooch Wearable Art Mountains Crescent Moon Geology Resin Art Pendant Wood Pendant Nature Inspired Scarf Pin Blue Grey
1975,"['Jewelry', 'Brooch', 'Resin']",USD,118,171875240,False,False,false,254,24.99,5.0,3.0,1,"['Steampunk', 'Woodland']","['mechanical jewelry', 'dark brooch', 'gray brooch', 'gear jewelry', 'techie jewelry', 'steampunk jewelry', 'cat jewelry', 'cat brooch', 'geekery jewelry', 'ohtteam', 'grey white red', 'minimalist jewelry', 'animal jewelry']","White and red gears cat brooch, steampunk cat jewelry, mechanical jewelry, dark brooch, gray brooch, gear jewelry, techie jewelry, geek"
1976,"['Jewelry', 'Brooch', 'Resin']",USD,13,160743750,False,False,false,77,36.00,2.0,1.0,1,,"['dragonfly', 'brooch', 'pin', 'bug', 'resin', 'mixed material', 'fun', 'insect', 'blue', 'whimsical', 'silver', 'gift', 'wire']",Dragonfly Brooch - Bold Blue Resin and Fine Silver Whimsical Pin
1977,"['Jewelry', 'Brooch', 'Resin']",USD,5,128067807,False,False,false,98,18.00,3.0,1.0,1,"['Traditional', 'Victorian']","['domino', 'bird', 'robin', 'garden', 'spring', 'song bird', 'red', 'american robin']",Robin Brooch Pin
1978,"['Jewelry', 'Brooch', 'Resin']",USD,3,207631906,False,False,false,19,10.00,5.0,3.0,1,,"[""All Hallows' eve"", 'brooch', 'pin', 'autumn', 'fall', 'October', 'Orange', 'black', 'epoxy', 'resin', 'bat', 'Halloween']",Halloween Bat Brooch
1979,"['Jewelry', 'Brooch', 'Resin']",USD,4,94191885,False,False,false,23,12.00,3.0,1.0,1,['Retro'],"['retro', 'vinatage inspired', 'antique brass', 'filigree', 'owl face', 'green', 'feathery', 'hat accent', 'scarf accent', 'purse accent', 'jacket lapel accent', 'owl', 'homespun gossamer']",Petite Green Owl Face Brooch
1980,"['Jewelry', 'Brooch', 'Resin']",USD,19,150300377,False,False,false,191,30.00,,,1,"['Art Deco', 'Nautical']","['Mermaid', 'resin brooch', 'cast resin brooch', 'art deco brooch']",Cast Resin Art Deco Mermaid Brooch - Matte Finish
1981,"['Jewelry', 'Brooch', 'Resin']",USD,11,191017096,False,False,false,36,12.00,2.0,1.0,1,"['Victorian', 'Cottage Chic']","['brooch', 'pin', 'pendant', 'gunmetal', 'vintage', 'resin cab', 'floral', 'floral pin', 'floral brooch']",Pin or Pendant Vintage resin floral cabochon
1982,"['Jewelry', 'Brooch', 'Resin']",USD,31,124475657,False,False,false,249,24.00,3.0,1.0,1,"['Victorian', 'Edwardian']","['mrsgibson uk', 'oscar wilde', 'brooches', 'gold tone', 'genius wit', 'england', 'literature', 'writers', 'victorian', 'edwardian', 'black', 'white', 'gold']",Oscar Wilde Bow Brooch Gold Tone Resin Set of 2
1983,"['Jewelry', 'Brooch', 'Resin']",USD,11,107924448,False,False,false,106,9.00,,,1,"['Retro', 'Boho']","['resin jewelry', 'free shipping etsy', 'jewelry', 'resin brooch', 'mother and daugter', 'pink and gray', 'vintage boho brooch', 'retro photography', 'romantic brooch', 'pink lovely brooch', 'vintage jewelry', 'mommy love family']",Resin Vintage Boho Retro Brooch Mother and Daughter - Pink and Gray tones
1984,"['Jewelry', 'Brooch', 'Resin']",USD,16,124899067,False,False,false,42,23.00,2.0,1.0,1,"['Boho', 'Folk']","['resin jewelry', 'vintage brooch', 'lace brooch', 'bohemian brooch', 'Fimo brooch', 'folk brooch', 'Flower brooch', 'folk motif', 'red', 'purple', 'nostalgic jewelry', 'lace jewelry', 'floral brooch']",Cotton Lace Brooch - Vintage Rose Flower  - Romantic Nostalgic Jewelry - Christmas Gift for Her
1985,"['Jewelry', 'Brooch', 'Resin']",USD,2,468088604,False,False,false,6,7.39,1.0,1.0,1,,"['vintagedreambead', 'Vintage', 'Retro', 'Kittycat', 'Vintagestarr', 'gold tone', 'GIFT VINTAGE', 'used']",ON SALE Vintage Antique Bronze Victorian Christmas Resin Over Sized Pin 92716
1986,"['Jewelry', 'Brooch', 'Resin']",USD,2,468089024,False,False,false,11,7.39,1.0,1.0,1,,"['vintagedreambead', 'Vintage', 'Retro', 'Kittycat', 'Vintagestarr', 'gold tone', 'GIFT VINTAGE', 'used']",ON SALE Vintage Antique Bronze Victorian Wreath Resin Over Sized Pin 92716
1987,"['Jewelry', 'Brooch', 'Resin']",USD,14,220890501,False,False,false,68,42.00,,,15,"['Natural', 'organic']","['chain', 'rosary', 'bead', 'dyed', 'real orchid necklace', 'hanami', 'real flower jewelry', 'flower jewelry', 'resin flower', 'chrysanthemum flower', 'flower pin']",Blue Chrysanthemum Pin
1988,"['Jewelry', 'Ring', 'Plastic']",USD,8,83057528,False,False,false,68,7.00,1.0,1.0,1,"['Spooky', 'Funky']","['halloween jewelry', 'chunky jewelry', 'funky jewelry', 'handmade halloween', 'halloween spooky', 'unique halloween', 'scary jewelry', 'Scary ring', 'halloween ring', 'Werewolf Ring', 'Werewolf Jewelry', 'Purple Werewolf Ring', 'iceblues']",Halloween Ring - Werewolf Ring
1989,"['Jewelry', 'Ring', 'Plastic']",EUR,20,178375583,False,False,false,562,4.80,2.0,1.0,10,,"['ring', 'vinyl', 'record', 'black', 'modern', 'eco', 'vegan', 'recycled', 'handmade', 'custom', 'sustainable']",Black ring Recycled Vinyl LP record custom sizes vegan ecofriendly
1990,"['Jewelry', 'Ring', 'Plastic']",SEK,12,161052752,False,False,false,96,131.00,2.0,1.0,1,,"['adjustable', 'plastic', 'vintage', 'accessories', 'bakelite', 'bead', 'square', 'gold', '1940s', 'brown', 'ambercolor', 'ring']",Adjustable ring with genuine tested flamy swirled ambercolor brown vintage 1940s bakelite plastic square bead
1991,"['Jewelry', 'Ring', 'Plastic']",USD,48,42685887,False,False,false,852,17.00,,,1,,"['antique vintage', 'yellow cream ivory', 'secret garden', 'adjustable band', 'rose flower poppy', 'retro cabochon', 'metal brass women', 'fairytale fairy', 'wedding bridal', 'romantic whimsical', 'elegant tale bride', 'feminine spring']",petite rosebud. ring. (creamy yellow flower. antique brass adjustable band)
1992,"['Jewelry', 'Ring', 'Plastic']",USD,22,48894767,False,False,false,261,6.00,3.0,1.0,1,,"['recycled', 'ooak', 'reclaimed', 'repurposed', 'vintage', 'retro', 'red', 'geometric', 'spankyluvs vintage', 'mars is hot', 'red ring', 'gifts for her', 'epsteam']",Recycled reclaimed ring vintage repurposed jewelry
1993,"['Jewelry', 'Ring', 'Plastic']",USD,2,55703527,False,False,false,34,15.00,,,1,,"['rings', 'retro', '1920', 'vintage', 'art deco', 'flapper', 'red', 'art nouveau', 'bohemian', 'cheerful', 'adjustable']",Flapper Girl Ring
1994,"['Jewelry', 'Ring', 'Plastic']",AUD,1,598470394,False,False,false,9,22.00,,,1,,"[""80's"", ""70's"", 'large', 'vintage', 'costume', 'pirdy', 'diamond', 'glitter', 'costume jewellery', 'wedding', 'square cut', 'facet']",Resin ring. Rectangle abstract chunky gem gemstone statement costume piece in fine silver glitter.
1995,"['Jewelry', 'Ring', 'Plastic']",USD,170,60014328,False,False,false,2357,8.50,5.0,1.0,3,"['Kawaii', 'Kitsch']","['burger ring', 'hamburger ring', 'cheeseburger ring', 'miniature food', 'american cuisine', 'funny humor', 'cute food', 'kawaii ring', 'kitsch plastic', 'faux fake', 'fast food', 'mcdonalds', 'food ring']","Classic Hamburger Ring - burger ring, cheeseburger ring"
1996,"['Jewelry', 'Ring', 'Plastic']",GBP,289,209847349,False,False,false,845,10.00,5.0,2.0,6,,"['jewelry', 'jewellery', 'laser', 'cut', 'perspex', 'ring', 'witch', 'witching hour', 'planchette', 'ouija', 'board', 'occult', 'dark']",Planchette ring - laser cut acrylic
1997,"['Jewelry', 'Ring', 'Plastic']",USD,3,97984393,False,False,false,39,4.99,2.0,1.0,1,"['Minimalist', 'Modern']","['grey', 'mum', 'chrysanthmum', 'adjustable', 'ring', 'color', 'mix match', 'gift', 'her', 'mom', 'wedding', 'bridemaids', 'vintage']",Vintage ring - Grey chrysanthmum antique bronze adjustable ring
1998,"['Jewelry', 'Ring', 'Plastic']",USD,4,126354988,False,False,false,68,25.00,5.0,3.0,1,,"['RIng', 'Resin', 'Maroon', 'Red', 'Glitter', 'Ball']",Glittery Red Bauble Ring
1999,"['Jewelry', 'Ring', 'Plastic']",GBP,63,179591260,False,False,false,383,10.00,3.0,1.0,2,,"['red glitter acrylic', 'red acrylic heart', 'heart ring', 'adjustable ring', 'acrylic heart ring', 'red heart ring', 'plexiglass', 'love heart', 'valentines day', 'ruby red glitter', 'plastic', 'jackdaw jewellery', 'handmade acrylic']",Red Glitter Acrylic Heart Adjustable Ring
2000,"['Jewelry', 'Ring', 'Plastic']",USD,71,196285674,False,False,false,224,2.00,3.0,1.0,1,,"['Glow', 'glow in the dark', 'star', 'plastic', 'ring', 'kids', 'party', 'fun']",ready to glow ring glow in the dark star ring
2001,"['Jewelry', 'Ring', 'Plastic']",USD,34,158767182,False,False,false,399,25.00,,,10,"['High Fashion', 'Kawaii']","['Hip hop', 'Rock n Roll', 'Make up', 'Mac', 'lipstick', 'custom jewelry', 'laser cut jewelry', 'unique jewelry', 'fun jewelry', 'glam jewelry', 'rockabilly']",Lip Stick Cross Bone Ring (Laser Cut Acrylic)
2002,"['Jewelry', 'Ring', 'Plastic']",GBP,0,189724100,False,False,false,43,3.00,3.0,1.0,2,"['Kawaii', 'Kitsch']","['Adjustable', 'Cute', 'Football', 'Sport', 'Soccer']",Sport Football Soccer Adjustable Ring
2003,"['Jewelry', 'Ring', 'Plastic']",USD,31,105915377,False,False,false,569,55.00,,,8,,"['sterling', 'silver', 'penny', 'ring', 'birth year', 'graduation year', 'lucky', 'wedding year', 'custom', 'copper']",Custom Sterling Silver Penny Ring
2004,"['Jewelry', 'Ring', 'Plastic']",USD,7,219404599,False,False,false,17,20.99,2.0,1.0,1,"['Cottage Chic', 'Victorian']","['handmade ring', 'metal ring', 'adjustable ring', 'cottage chic style', 'victorian style', 'black ring', 'oversized ring', 'black frame', 'victorian frame', 'rose cabochon']",Handmade Oversized  Victorian Style Black Frame and Plastic Rose Cabochon antique metal Adjustable Ring
2005,"['Jewelry', 'Ring', 'Plastic']",EUR,17,178384489,False,False,false,329,4.80,2.0,1.0,7,,"['ring', 'vinyl', 'record', 'black', 'modern', 'eco', 'vegan', 'recycled', 'handmade', 'custom', 'sustainable']",Black ring Recycled Vinyl LP record custom sizes vegan ecofriendly
2006,"['Jewelry', 'Ring', 'Plastic']",SEK,10,64369598,False,False,false,190,131.00,,,1,,"['bakelite', 'vintage', 'accessories', 'metal', 'plastic', 'yellow', 'bead', 'swirled', 'oval', 'silvercolor', '1950s']",Adjustable silvercolor metal ring with genuine tested vintage 1950s swirled red yellow bakelite plastic bead
2007,"['Jewelry', 'Ring', 'Plastic']",EUR,68,174113733,False,False,false,596,4.80,2.0,1.0,3,,"['ring', 'vinyl', 'record', 'black', 'modern', 'eco', 'vegan', 'recycled', 'handmade', 'custom', 'sustainable']",Black ring Recycled Vinyl LP record custom sizes vegan ecofriendly
2008,"['Jewelry', 'Ring', 'Plastic']",USD,13,55700983,False,False,false,61,15.00,,,1,['Art Deco'],"['rings', 'art deco', 'art nouveau', 'bohemian', 'cheerful', '1920', 'black', 'white', 'flapper', 'adjustable']",Flapper Girl Ring
2009,"['Jewelry', 'Ring', 'Plastic']",USD,7,55701920,False,False,false,52,15.00,,,1,"['Mod', 'Modern']","['rings', 'red flapper', 'art deco', '1920', 'retro', 'art nouveau', 'bohemian', 'adjustable', 'flapper', 'cheerful']",Flapper Girl Ring
2010,"['Jewelry', 'Ring', 'Plastic']",USD,7,55369971,False,False,false,64,15.00,,,1,,"['button', 'red flapper', 'art deco', '1920', 'art nouveau', 'flapper', 'bohemian', 'adjustable', 'plastic']",Flapper Girl Ring
2011,"['Jewelry', 'Ring', 'Plastic']",USD,52,70321707,False,False,false,617,19.00,,,1,,"['art nouveau ring', 'elegant whimsical', 'romantic delicate', 'bridal wedding', 'vintage antique', 'oxidized brass', 'filigree bronze', 'handmade bluebird', 'glass cabochon', 'flower victorian', 'cameo lady orange', 'metal white melon']","victorian lady. ring. (peach, cream, ivory lady cameo. antique brass ornate filigree. adjustable band.)"
2012,"['Jewelry', 'Ring', 'Plastic']",SEK,13,59553457,False,False,false,164,131.00,2.0,1.0,1,,"['adjustable', 'plastic', 'vintage', 'bakelite', 'bead', 'handmade', 'square', '1940s', 'olive green', 'silvercolor', 'jewelry', 'ring']",Adjustable silvercolor ring with genuine tested slightly swirled vintage 1950s olive green square bakelite plastic bead
2013,"['Jewelry', 'Ring', 'Resin']",USD,2,116300272,False,False,false,35,25.00,5.0,3.0,1,,"['Cast', 'Mouse', 'Ring', 'Jewelry', 'Adjustable', 'glitter', 'Kids', 'Silver', 'Cute', 'Pink', 'resin', 'gift', 'unique']",Adorable Resin Mouse Ring
2014,"['Jewelry', 'Ring', 'Resin']",USD,8,218788535,False,False,false,174,15.00,10.0,1.0,100,,"['Bridesmaids Gift', 'Ask Bridesmaids', 'Handstamped Pendant', 'Wedding Party', 'Black Friday Etsy', 'Flowergirl', 'Free Notecard', 'Handstamped Charm', 'Flower Girl', 'Necklace', 'anchor', 'anchor jewelry', 'anchor necklace']","Anchor, ask Bridesmaid, Flower girl, Handstamped charm necklace. Other Color Pearl Available. FREE Notecard Jewelry Box."
2015,"['Jewelry', 'Ring', 'Resin']",EUR,40,110862976,False,False,false,372,9.99,10.0,5.0,1,"['Boho', 'Mod']","['resin ring', 'faceted ring', 'white ring', 'pearl ring', 'boho ring', 'multifaceted ring', 'mod ring', 'winter ring', 'fashion ring', 'cocktail ring', 'colourful jewelry', 'minimalist jewelry', 'ring']",Eco Resin White Boreal Pearly Green Ring Faceted Style Choose a Size -Made to Order-
2016,"['Jewelry', 'Ring', 'Resin']",USD,369,102840033,False,False,false,1205,24.00,5.0,3.0,1,,"['Urban Ring', 'Unique Ring', 'Black Ring', 'Gothic Ring', 'Cyberpunk', 'Electronic Jewelry', 'Electronic  Part', 'Constellation', 'Bold', 'Statement Jewelry', 'Black White', 'Dark Goth', 'Egst black white']","Urban Unique Black Ring, Gothic, Cyberpunk, Electronic Part Jewelry, Constellation, Bold, Statement Jewelry, Dark Black White"
2017,"['Jewelry', 'Ring', 'Resin']",USD,7,183075442,False,False,false,62,35.00,5.0,3.0,1,,"['zirconia', 'resin earrings', 'zirconia earrings', 'resin jewelry', 'wedding earrings', 'evening earrings', 'bold earrings', 'ice clear earrings', 'glamorous bijoux', 'crystal earrings', 'sisicata', 'bridal earrings', 'round zirconia']",Zirconia Earrings / reseved for Lauren
2018,"['Jewelry', 'Ring', 'Resin']",USD,28,188875897,False,False,false,202,25.00,1.0,1.0,1,,"['tagt team kateemarie', 'ring', 'resin jewelry', 'bridal jewelry', 'minimalist', 'glitter ring', 'glitter', 'sparkle', 'unique jewelry', 'gift', 'for her', 'purple pink']",Glitter Ring Resin Jewelry Minimalist Bridal Gift For Her Purple Pink Sparkle Ring Funky Unique Sparkly Gift Ideas
2019,"['Jewelry', 'Ring', 'Resin']",USD,6,88728111,False,False,false,76,25.00,,,1,"['Retro', 'Victorian']","['vintage jewelry', 'vintage yellow', 'statement ring', 'floral jewelry', 'flower ring', 'adjustable ring', 'christmas specials', 'holiday gifts', 'antique rings', 'resin beads', 'fashion accessories', 'brass rings', 'beaded rings']",The Yore days Statement Adjustable ring
2020,"['Jewelry', 'Ring', 'Resin']",EUR,1,188070141,False,False,false,67,23.00,5.0,3.0,1,,"['Earrings', 'resin', 'Bronze', 'image', 'Feather ear', '25mm']","Resin (2, 5cm in diameter) ring - support brass - collection La Plume to the ear CD6 (CaroLine Dethier photography)"
2021,"['Jewelry', 'Ring', 'Resin']",USD,13,82479330,False,False,false,100,8.00,1.0,1.0,3,"['Spooky', 'Funky']","['halloween jewelry', 'chunky jewelry', 'funky jewelry', 'handmade halloween', 'halloween spooky', 'unique halloween', 'scary jewelry', 'Scary ring', 'halloween ring', 'spider ring', 'black spider ring', 'glitter spider', 'spider jewelry']","Spider Ring, Halloween Jewelry, Fun Ring, Teen Jewelry"
2022,"['Jewelry', 'Ring', 'Resin']",USD,88,184601664,False,False,false,302,20.00,3.0,1.0,1,,"['butterfly', 'butterflies', 'butterfly ring', 'swallowtail', 'monarch', 'green butterfly', 'green swallowtail', 'real butterfly', 'wing', 'butterfly wing', 'wing ring', 'ring wing', 'butterfly jewelry']","Green swallowtail butterfly ring, Green butterfly, Swallowtail butterfly, Butterfly jewelry, Buterfly ring, Insect jewelry, Green ring"
2023,"['Jewelry', 'Ring', 'Resin']",GBP,117,165999005,False,False,false,977,28.00,3.0,1.0,1,"['Woodland', 'Botanical']","['Botanical Jewelry', 'Eco Friendly', 'nature specimen', 'Resin sphere', 'saffron ring', 'spice ring', 'resin ring', 'woodland jewelry', 'foodie gift', 'jewelry for women', 'seasonal jewellery', 'gift for her', 'autumn ring']","Saffron Resin Orb Ring, Resin Sphere, Spicy, Autumn Fall Ring, Gift for Women"
2024,"['Jewelry', 'Ring', 'Resin']",USD,25,194623287,False,False,false,97,17.00,5.0,3.0,1,"['Boho', 'High Fashion']","['resin jewelry', 'ring', 'colorful', 'summer', 'handmade ring', 'handmade', 'resin ring', 'purple', 'colorful jewelry', 'abstract', 'abstract ring', 'hand painted ring', 'hand painted']",Hand painted resin purple and green ring. Abstract ring. Resin jewelry. Red and purple. Gold metal jewelry. Ring jewelry. Handmade ring.
